timestamp;date;hour;session_id;user_id;channel;session_length_min;ai_response_time_ms;ai_accuracy;counselors_on_shift;counselor_queue_length;counselor_available;user_satisfaction_score;duplicate_flag;missing_report_flag
01/09/2025 12:02;01/09/2025;12;a68a628f-e754-4ba3-99c0-ed3b803ddc70;user_2971;AI;24;708.0;0.77;5;0;TRUE;4.06;FALSE;FALSE
01/09/2025 12:27;01/09/2025;12;715e4e75-2c62-470a-ab04-313e79f07a18;user_2749;AI;11;1057.0;0.87;6;0;TRUE;4.15;FALSE;FALSE
01/09/2025 13:30;01/09/2025;13;f9cc23ec-efbf-478a-aac2-02878d23483d;user_1592;AI;19;692.0;0.69;8;0;TRUE;2.95;FALSE;FALSE
01/09/2025 13:36;01/09/2025;13;e01c0102-d603-422a-b6a1-3e79fbf522a1;user_1646;Human;31;;;6;0;TRUE;4.22;FALSE;FALSE
01/09/2025 13:40;01/09/2025;13;7df2d076-18bc-4454-b221-d3d85bad8137;user_1478;Hybrid;26;657.0;0.73;3;5;TRUE;2.44;FALSE;FALSE
01/09/2025 13:51;01/09/2025;13;529e2b98-4d7f-4d7d-9d9f-368536c3ec6e;user_1599;Human;23;;;6;0;TRUE;4.9;FALSE;FALSE
01/09/2025 14:40;01/09/2025;14;b69b8a94-70ab-4462-99aa-3e10ad9a9233;user_2631;AI;2;710.0;0.81;5;0;TRUE;3.93;FALSE;FALSE
01/09/2025 15:10;01/09/2025;15;45c3bd7a-7ef7-4aa6-bf20-e816690a24e6;user_2092;AI;10;668.0;0.88;3;0;TRUE;2.94;FALSE;FALSE
01/09/2025 15:20;01/09/2025;15;ddfcde4e-168f-4079-91ff-97ef7b340da3;user_2855;AI;16;899.0;0.73;3;1;TRUE;3.93;FALSE;FALSE
01/09/2025 16:20;01/09/2025;16;d13bb51c-ac6e-49b6-a271-0577c52b9980;user_1782;AI;18;749.0;0.89;6;0;TRUE;3.89;FALSE;FALSE
01/09/2025 16:28;01/09/2025;16;bd4e5963-877e-4a64-a99b-704e31fb29bb;user_1141;AI;7;816.0;0.75;8;0;TRUE;3.23;FALSE;FALSE
01/09/2025 16:32;01/09/2025;16;34c4b72c-c7c3-4bc2-9cc1-25ff161b4065;user_2832;AI;12;1094.0;0.94;10;0;TRUE;4.3;FALSE;FALSE
01/09/2025 16:46;01/09/2025;16;bc6b5602-2904-44c7-b04f-25004f308211;user_2485;AI;2;942.0;0.78;13;0;TRUE;2.77;FALSE;FALSE
01/09/2025 17:01;01/09/2025;17;9ba79a04-7d1e-42dc-a23f-44bbcbc2dce9;user_2060;AI;12;867.0;0.76;4;2;TRUE;3.98;FALSE;FALSE
01/09/2025 17:37;01/09/2025;17;2361499b-1ace-4e23-baaa-303ceca590d5;user_1529;AI;2;849.0;0.81;4;0;TRUE;3.65;FALSE;FALSE
01/09/2025 17:38;01/09/2025;17;eafe50e1-099d-452d-aff8-3f77b1e33ea9;user_2934;Hybrid;22;634.0;0.99;2;0;TRUE;3.18;FALSE;FALSE
01/09/2025 18:03;01/09/2025;18;772e3098-9835-4e7d-9b4c-b902afd5a66c;user_2666;AI;18;1381.0;0.8;3;2;TRUE;3.25;FALSE;FALSE
01/09/2025 19:02;01/09/2025;19;94d33ae4-5fce-4893-a4ec-01b5b978706e;user_2915;AI;11;1272.0;0.89;2;0;TRUE;3.47;FALSE;FALSE
01/09/2025 19:30;01/09/2025;19;5a27ff41-27d4-48bb-8e66-eb0b6836f2d8;user_2716;AI;2;1599.0;0.84;5;1;TRUE;3.38;FALSE;FALSE
01/09/2025 19:45;01/09/2025;19;eec46bc5-747d-49fa-8817-5e4b9a602a67;user_2113;Hybrid;33;1394.0;0.87;3;0;TRUE;2.83;FALSE;TRUE
01/09/2025 19:49;01/09/2025;19;1aa750f2-9ac5-4421-a0b3-fe3567060591;user_2303;Hybrid;18;1700.0;0.82;3;8;TRUE;3.24;FALSE;FALSE
01/09/2025 19:56;01/09/2025;19;fb798ff6-5646-445f-a7dd-fec6a6c5b6ed;user_2931;Human;16;;;3;5;TRUE;3.96;FALSE;FALSE
01/09/2025 20:02;01/09/2025;20;7dacaa70-bb69-4472-a32a-ae2cfd67120b;user_2788;Human;34;;;5;1;TRUE;4.28;FALSE;FALSE
01/09/2025 20:04;01/09/2025;20;515f6fa5-683e-484a-af4b-6ecd09ab1c6c;user_1788;Hybrid;25;1400.0;0.67;2;2;TRUE;4.07;FALSE;FALSE
01/09/2025 20:17;01/09/2025;20;91d65316-6d3c-4659-8596-84c52ad83dc6;user_2604;Hybrid;24;1622.0;0.75;4;0;TRUE;2.86;FALSE;FALSE
01/09/2025 20:52;01/09/2025;20;14efe59b-1cd5-4738-b7a9-6bb70c42b3fa;user_1659;AI;15;1412.0;0.71;2;1;TRUE;3.4;FALSE;FALSE
01/09/2025 21:11;01/09/2025;21;75e85b1d-0da2-44f3-bc3b-8dfe6d0d3d26;user_1846;Human;32;;;5;0;TRUE;4.1;FALSE;FALSE
01/09/2025 21:15;01/09/2025;21;8eb181eb-6c3f-4489-ad0d-a69588cf8248;user_1106;Human;23;;;4;3;TRUE;3.0;FALSE;FALSE
01/09/2025 21:17;01/09/2025;21;bc2a68db-b6fa-471a-922e-3c552ea4e846;user_1314;AI;2;1534.0;0.89;5;0;TRUE;3.36;FALSE;TRUE
01/09/2025 21:31;01/09/2025;21;5a439040-109c-4567-8ad8-cee81a5032af;user_2376;AI;2;1179.0;0.76;2;2;TRUE;2.57;FALSE;FALSE
01/09/2025 21:32;01/09/2025;21;20c55ea3-8d8b-4928-9999-c511786c9667;user_2460;AI;21;1063.0;0.7;10;0;TRUE;3.31;FALSE;FALSE
01/09/2025 21:55;01/09/2025;21;a5ed34e2-6ee3-4168-93f9-499eeb7116b2;user_2111;AI;18;1582.0;0.67;6;0;TRUE;3.32;FALSE;FALSE
01/09/2025 21:59;01/09/2025;21;9a6667eb-345c-41ae-87a8-7fea82593d90;user_2153;AI;2;1352.0;0.78;2;0;TRUE;3.79;FALSE;FALSE
01/09/2025 22:13;01/09/2025;22;86fb0c74-33ea-44c7-a1b5-bdad0d31091a;user_1790;Human;10;;;4;0;TRUE;4.99;FALSE;FALSE
01/09/2025 22:13;01/09/2025;22;04c88c0b-b13b-43ca-9c44-c85ca209ed78;user_1421;AI;2;1210.0;0.76;4;0;TRUE;3.87;FALSE;FALSE
01/09/2025 22:27;01/09/2025;22;c236d0c9-2d55-4355-acfa-55253cd8b76c;user_2438;AI;19;1376.0;0.71;5;0;TRUE;3.65;FALSE;FALSE
01/09/2025 23:09;01/09/2025;23;a955a6a9-e5ee-45f2-b90a-de143e96d4e1;user_1839;Hybrid;14;1108.0;0.83;3;1;TRUE;3.25;FALSE;FALSE
01/09/2025 23:15;01/09/2025;23;9ad01721-1a6e-4e26-bcfc-4c8ab6132674;user_2664;AI;18;2102.0;0.7;3;0;TRUE;4.25;FALSE;FALSE
01/09/2025 23:38;01/09/2025;23;88626b05-7963-4913-8cdf-da1e52a8fad5;user_2809;Human;38;;;5;3;TRUE;3.63;FALSE;FALSE
02/09/2025 00:05;02/09/2025;0;e0b10a8e-2e3b-49cd-87c6-544b3ab510f8;user_1093;Hybrid;23;1013.0;0.69;1;4;TRUE;2.46;FALSE;FALSE
02/09/2025 00:45;02/09/2025;0;34354c34-1e7c-4462-8fd2-03d4e705b9a5;user_2146;Hybrid;26;1257.0;0.81;2;4;TRUE;3.56;FALSE;FALSE
02/09/2025 01:08;02/09/2025;1;2d705b22-b166-49e9-af75-254cd01c0cee;user_2461;AI;2;1486.0;0.73;1;3;TRUE;3.58;FALSE;FALSE
02/09/2025 01:21;02/09/2025;1;23d70012-c371-4fea-9988-26606da0c813;user_2906;AI;7;1244.0;0.43;2;2;TRUE;3.21;FALSE;FALSE
02/09/2025 01:24;02/09/2025;1;a3cec9f8-6653-4600-8ac1-3d88b9bd0f32;user_1641;Hybrid;18;1197.0;0.7;2;3;TRUE;3.54;FALSE;FALSE
02/09/2025 01:28;02/09/2025;1;d825a749-6ead-4dc0-9156-8a30d2dd5482;user_1385;AI;18;1307.0;0.63;1;3;TRUE;4.45;TRUE;FALSE
02/09/2025 01:35;02/09/2025;1;4d550dc0-bd3c-4620-a55b-58257fd8acb1;user_1598;Human;30;;;1;1;TRUE;3.26;FALSE;FALSE
02/09/2025 02:03;02/09/2025;2;47251610-9d4e-42b7-9e06-1c6bf33c0d6d;user_1476;Human;27;;;3;1;TRUE;4.01;FALSE;TRUE
02/09/2025 02:04;02/09/2025;2;1bccae0b-c080-437d-9294-4fdd89564126;user_1111;AI;8;1158.0;0.7;2;1;TRUE;3.67;FALSE;FALSE
02/09/2025 02:13;02/09/2025;2;77b71047-b47c-4529-8f4e-0b67b0d20d80;user_2673;AI;2;1169.0;0.61;1;4;TRUE;3.7;FALSE;FALSE
02/09/2025 02:23;02/09/2025;2;5afe1fe7-4ba7-4889-ad76-f80161fe27ef;user_1707;AI;8;1208.0;0.66;1;4;TRUE;2.99;FALSE;FALSE
02/09/2025 02:24;02/09/2025;2;35c18902-b6ac-4fe6-ac3e-4e570623f1a4;user_1278;AI;7;984.0;0.63;1;5;FALSE;3.11;FALSE;FALSE
02/09/2025 03:09;02/09/2025;3;56af40fa-bbc2-43cb-8868-fba22ff7e194;user_2285;AI;3;1119.0;0.77;3;0;TRUE;3.0;FALSE;FALSE
02/09/2025 03:19;02/09/2025;3;47f2f134-0362-4a0f-8cff-f069274e0a8e;user_1290;AI;2;1670.0;0.72;1;1;TRUE;3.76;FALSE;FALSE
02/09/2025 03:21;02/09/2025;3;0cdac32d-aa1a-4366-b84d-98420ec6d78c;user_1420;Hybrid;24;1147.0;0.76;2;5;TRUE;3.42;FALSE;FALSE
02/09/2025 03:33;02/09/2025;3;2bc3f738-a5d1-496e-a2b5-cd692d94ac49;user_1313;AI;25;1067.0;0.67;1;6;FALSE;3.37;FALSE;FALSE
02/09/2025 03:40;02/09/2025;3;5b1005c4-8ad1-4791-b185-8c42fb69cc0f;user_2605;Hybrid;27;1769.0;0.54;1;1;TRUE;3.27;FALSE;FALSE
02/09/2025 03:55;02/09/2025;3;0c8b33d3-d353-43d1-b73c-3acc238c66b9;user_2002;AI;4;1304.0;0.74;2;0;TRUE;3.55;FALSE;FALSE
02/09/2025 04:09;02/09/2025;4;c4cef55f-4da5-450d-8e15-9ea4846dcb5e;user_2661;Human;26;;;3;1;TRUE;4.37;FALSE;FALSE
02/09/2025 04:13;02/09/2025;4;8a519143-1967-46e4-89aa-3161ea344c12;user_2120;Hybrid;29;1684.0;0.76;1;3;TRUE;2.98;FALSE;FALSE
02/09/2025 04:47;02/09/2025;4;bbb561f3-4642-47f8-9887-e180785bb03d;user_1862;AI;8;683.0;0.74;1;0;TRUE;3.06;FALSE;FALSE
02/09/2025 04:53;02/09/2025;4;d904ec6d-a338-4b45-8e40-b19c3e12c680;user_1750;AI;21;978.0;0.75;1;3;TRUE;2.79;TRUE;FALSE
02/09/2025 04:55;02/09/2025;4;fc1555e1-77f2-40dd-b554-02def5beb2a9;user_2897;Human;32;;;1;4;TRUE;3.0;TRUE;FALSE
02/09/2025 05:59;02/09/2025;5;e0edca52-04d1-4cb4-a3c8-eec5817f0da6;user_2175;AI;16;1437.0;0.71;1;3;TRUE;3.2;FALSE;FALSE
02/09/2025 06:09;02/09/2025;6;30a38f1d-62b7-4b43-9f1a-e6d054eeb6a7;user_1613;Hybrid;22;910.0;0.83;3;5;TRUE;2.87;FALSE;FALSE
02/09/2025 06:52;02/09/2025;6;33c017e0-2ffd-4535-ac0f-116d6422496c;user_1520;AI;12;1006.0;0.83;1;3;TRUE;3.45;FALSE;FALSE
02/09/2025 07:05;02/09/2025;7;7903a09f-eefd-4e47-8dd0-1561121aef8a;user_2893;AI;12;887.0;0.82;6;0;TRUE;3.77;FALSE;FALSE
02/09/2025 07:12;02/09/2025;7;50b548f5-47bb-4191-9d93-34b8e26305b8;user_1301;AI;2;885.0;0.87;4;1;TRUE;3.92;TRUE;FALSE
02/09/2025 07:35;02/09/2025;7;88afb8ac-5645-409b-b926-6c4e9c3768da;user_1317;Human;34;;;5;3;TRUE;4.45;TRUE;FALSE
02/09/2025 08:08;02/09/2025;8;8c5659af-31f0-4111-b36a-f2026dc546c9;user_1227;Hybrid;14;857.0;0.87;8;0;TRUE;4.19;FALSE;FALSE
02/09/2025 08:12;02/09/2025;8;b21923a7-5958-4a00-a767-5857fd820fad;user_2902;AI;4;606.0;0.87;3;0;TRUE;4.29;FALSE;FALSE
02/09/2025 08:53;02/09/2025;8;46ff9879-b88d-4088-b347-82cc3ba9a7df;user_2330;AI;6;741.0;0.84;3;3;TRUE;2.86;FALSE;FALSE
02/09/2025 09:01;02/09/2025;9;abaf08c4-64c7-4f10-894b-096412a72ed4;user_1652;AI;7;789.0;0.87;3;0;TRUE;3.39;FALSE;FALSE
02/09/2025 09:24;02/09/2025;9;655790e0-df48-49c1-b91b-1174b2b2913b;user_2769;Human;40;;;6;0;TRUE;5.0;FALSE;FALSE
02/09/2025 09:31;02/09/2025;9;fc80275f-45ff-4076-9243-2abd3d875b9c;user_1237;AI;5;738.0;0.79;9;0;TRUE;2.58;FALSE;FALSE
02/09/2025 09:42;02/09/2025;9;61a136e7-0135-4562-a419-bcadcb5abccb;user_2974;Hybrid;29;839.0;0.82;4;2;TRUE;3.44;FALSE;FALSE
02/09/2025 10:22;02/09/2025;10;6333d18f-66e9-4d45-824b-3d5d08de72d8;user_2233;Human;26;;;6;0;TRUE;4.46;FALSE;FALSE
02/09/2025 10:34;02/09/2025;10;0464dd8d-784a-4234-8f96-af9475664917;user_2594;AI;22;863.0;0.94;7;0;TRUE;4.12;FALSE;FALSE
02/09/2025 10:50;02/09/2025;10;bb026c7a-e96e-40fd-8bea-778d5d0607fa;user_1114;AI;7;797.0;0.88;7;0;TRUE;3.24;FALSE;FALSE
02/09/2025 11:00;02/09/2025;11;57f919e7-3489-491d-af00-5b4e13c2028e;user_2260;AI;20;706.0;0.81;6;0;TRUE;3.81;FALSE;TRUE
02/09/2025 11:23;02/09/2025;11;5cc51289-7c02-4149-9eb3-bdd004f42bfb;user_2738;Hybrid;32;743.0;0.81;5;1;TRUE;3.11;FALSE;FALSE
02/09/2025 11:55;02/09/2025;11;3d7ac6df-4533-4077-b531-e898b78eb732;user_1676;Hybrid;30;830.0;0.8;3;0;TRUE;3.27;FALSE;FALSE
02/09/2025 12:18;02/09/2025;12;f2b5a77c-ed94-42d1-91cc-20c1c7aa5ec4;user_1798;Hybrid;22;1091.0;0.78;5;2;TRUE;3.83;FALSE;FALSE
02/09/2025 12:26;02/09/2025;12;99ee3a57-9965-4105-bde2-c6bdec8be6b8;user_2075;AI;2;919.0;0.75;8;0;TRUE;4.48;FALSE;FALSE
02/09/2025 12:53;02/09/2025;12;cd6c2e07-da0c-4d90-a7c3-d0a6de532d10;user_2825;AI;15;653.0;0.75;9;0;TRUE;3.89;FALSE;FALSE
02/09/2025 13:01;02/09/2025;13;9cedcb9f-8aab-4611-9d78-68420b8aa9ab;user_2413;AI;5;798.0;0.76;3;0;TRUE;4.25;FALSE;FALSE
02/09/2025 13:22;02/09/2025;13;a82981ce-bd6b-40fd-a67b-d9bebfa2d031;user_2434;AI;6;587.0;0.89;4;0;TRUE;4.01;FALSE;FALSE
02/09/2025 13:31;02/09/2025;13;4a79f32f-673d-4ca9-ba66-33683cfe08a7;user_1776;AI;18;1024.0;0.69;8;0;TRUE;3.8;FALSE;FALSE
02/09/2025 13:39;02/09/2025;13;b8408c58-17fd-4fc3-8747-25842bc7bbb0;user_2432;AI;19;1216.0;0.76;7;0;TRUE;3.94;FALSE;FALSE
02/09/2025 14:17;02/09/2025;14;d41d5a05-213a-4395-b227-cf841bb6c830;user_1757;AI;13;1097.0;0.84;8;0;TRUE;3.25;FALSE;FALSE
02/09/2025 14:46;02/09/2025;14;35ff4c98-466b-4a9e-9d09-1c36c535e74b;user_2210;AI;9;938.0;0.81;6;1;TRUE;4.45;FALSE;FALSE
02/09/2025 15:20;02/09/2025;15;06c5c018-c8c3-4c74-a22f-c354ed46bd76;user_1719;AI;17;951.0;0.83;5;0;TRUE;4.66;FALSE;FALSE
02/09/2025 15:54;02/09/2025;15;245e6816-408b-4ce8-b7d4-b9d807838d80;user_2160;AI;14;509.0;0.83;9;0;TRUE;3.89;FALSE;FALSE
02/09/2025 16:03;02/09/2025;16;000c6540-a69c-4eba-b514-b982d0b0cf82;user_2480;Human;27;;;5;0;TRUE;3.88;FALSE;FALSE
02/09/2025 16:11;02/09/2025;16;403bc5ba-1ceb-4c6e-8d0f-90a344b87676;user_2103;Hybrid;29;663.0;0.81;5;0;TRUE;3.81;FALSE;FALSE
02/09/2025 16:23;02/09/2025;16;36f71f1a-2e6f-4b3b-ae94-b7a485d72c0a;user_1033;Human;30;;;4;3;TRUE;3.1;FALSE;FALSE
02/09/2025 16:27;02/09/2025;16;4aad693f-d28e-4ed3-9c15-7807db219bf6;user_2318;AI;14;660.0;0.77;8;0;TRUE;5.0;FALSE;FALSE
02/09/2025 17:31;02/09/2025;17;ae70e756-168e-4609-8a4e-df16fdd27f62;user_2864;AI;13;1277.0;0.82;5;1;TRUE;3.92;FALSE;TRUE
02/09/2025 17:47;02/09/2025;17;ce397ea5-fc49-4bab-a1f7-159e498cac17;user_1811;AI;10;807.0;0.91;2;0;TRUE;3.38;FALSE;FALSE
02/09/2025 17:51;02/09/2025;17;51add331-5937-4d00-9a57-150269f66807;user_2871;Human;27;;;4;3;TRUE;4.66;FALSE;FALSE
02/09/2025 17:57;02/09/2025;17;d21f927d-8181-451f-82f4-425825092ee8;user_2035;AI;3;951.0;0.92;2;4;TRUE;3.01;FALSE;FALSE
02/09/2025 18:00;02/09/2025;18;7c18fd4e-1bf9-4efd-84ba-4c1711c39a83;user_2942;AI;14;1611.0;0.8;3;0;TRUE;3.79;FALSE;FALSE
02/09/2025 18:05;02/09/2025;18;6bee81db-1cad-44d6-aa66-12fd798eedfc;user_1080;Human;18;;;4;4;TRUE;3.76;FALSE;FALSE
02/09/2025 18:17;02/09/2025;18;ad8260b9-a793-4456-8724-10a5024820b5;user_1488;AI;12;1612.0;0.91;2;0;TRUE;3.44;FALSE;FALSE
02/09/2025 18:27;02/09/2025;18;be3ff3a5-42c8-4bc4-86b8-169860478911;user_1263;Hybrid;40;1398.0;0.88;6;0;TRUE;4.16;FALSE;FALSE
02/09/2025 18:30;02/09/2025;18;769a1810-f460-40f8-a6fb-b0d0232b6f4b;user_2029;Hybrid;25;1695.0;0.86;7;2;TRUE;3.29;FALSE;FALSE
02/09/2025 19:09;02/09/2025;19;f7369915-b587-40ea-a68c-e404e9f0b2d1;user_2390;AI;16;725.0;0.79;6;0;TRUE;3.93;FALSE;FALSE
02/09/2025 19:17;02/09/2025;19;867fdc29-8d54-4911-a30b-973cadb67da7;user_1740;AI;5;1863.0;0.91;2;3;TRUE;3.03;FALSE;FALSE
02/09/2025 19:39;02/09/2025;19;1039e303-3491-437c-a124-cde583f632a1;user_2263;AI;5;1445.0;0.83;3;1;TRUE;4.23;FALSE;FALSE
02/09/2025 20:09;02/09/2025;20;edadfdbf-bc2a-4496-8bcf-79f0fa0f2718;user_2929;Hybrid;28;1206.0;0.71;3;0;TRUE;3.29;FALSE;FALSE
02/09/2025 20:21;02/09/2025;20;eecf3f8e-4505-4281-bfb7-a7c755ccf023;user_1559;AI;2;1064.0;0.76;5;0;TRUE;2.77;FALSE;FALSE
02/09/2025 20:39;02/09/2025;20;3518f0a0-d2e8-4538-aeba-a2b057dd1bcc;user_2947;AI;12;1502.0;0.79;2;3;TRUE;3.91;FALSE;FALSE
02/09/2025 20:40;02/09/2025;20;cf0d45aa-2902-4bc3-adb0-2cc88d453ad1;user_1016;AI;2;1804.0;0.59;5;0;TRUE;3.31;FALSE;FALSE
02/09/2025 20:41;02/09/2025;20;8a8c0dee-416f-4e97-a3d6-000befe9d7e0;user_1185;AI;2;1337.0;0.79;2;1;TRUE;4.61;FALSE;FALSE
02/09/2025 21:15;02/09/2025;21;6906c49c-fcb4-4624-8dd3-c70e52532a33;user_2641;Human;24;;;3;1;TRUE;3.64;FALSE;FALSE
02/09/2025 21:54;02/09/2025;21;a4329a5a-9f73-4dc8-8fca-3124509455cb;user_2217;Hybrid;11;1649.0;0.81;6;2;TRUE;3.47;FALSE;FALSE
02/09/2025 21:56;02/09/2025;21;bea72364-fd1c-4c6b-85be-8143fe413327;user_1657;AI;15;1599.0;0.85;4;0;TRUE;3.36;FALSE;FALSE
02/09/2025 21:59;02/09/2025;21;b1d0f9c1-7a30-499b-a858-6e936a64460c;user_2313;AI;13;918.0;0.65;2;7;FALSE;3.11;FALSE;FALSE
02/09/2025 22:06;02/09/2025;22;1da102e7-8c59-457a-8cac-9c3d116b2996;user_2357;Human;28;;;6;2;TRUE;4.37;FALSE;FALSE
02/09/2025 22:12;02/09/2025;22;834edad7-aa5f-4f42-9143-6c22d54544cb;user_2516;Hybrid;38;1617.0;0.75;6;0;TRUE;3.75;FALSE;FALSE
02/09/2025 22:13;02/09/2025;22;8f806574-4f71-434b-a15f-37b4694130f7;user_2057;AI;24;1712.0;0.75;3;3;TRUE;2.88;FALSE;FALSE
02/09/2025 22:16;02/09/2025;22;c713de5d-771b-4953-9f6b-a2c01671cbc4;user_2997;AI;7;1598.0;0.74;5;0;TRUE;3.55;FALSE;FALSE
